restaurant_id,restaurant_name,country,city,awards,popularity_detailed,top_tags,price_level,price_range,cuisines,special_diets,vegetarian_friendly,vegan_options,gluten_free,avg_rating,total_reviews_count,food,service,value,atmosphere,keywords
g189524-d5565147,Restaurant Nordatlanten,Denmark,Odense,"Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015",#31 of 239 Restaurants in Odense,"Mid-range, Seafood, Scandinavian",€€-€€€,€13-€81,"Seafood, Scandinavian",NA,N,N,N,4,218,4,4,4,4.5,NA
g189524-d5951585,Sushi Yumi,Denmark,Odense,NA,#146 of 239 Restaurants in Odense,"Japanese, Sushi",NA,NA,"Japanese, Sushi",NA,N,N,N,4,8,NA,NA,NA,NA,NA
g189524-d5996981,City Bowling,Denmark,Odense,NA,#218 of 239 Restaurants in Odense,Mid-range,€€-€€€,NA,NA,NA,N,N,N,3,13,4,4,4,NA,NA
g189524-d6280029,Palaeet,Denmark,Odense,NA,#85 of 239 Restaurants in Odense,Mid-range,€€-€€€,NA,NA,NA,N,N,N,4,46,4.5,4,4,4,NA
g189524-d6365547,Café Kraez,Denmark,Odense,NA,#196 of 239 Restaurants in Odense,"Mid-range, Bar, Cafe, International",€€-€€€,NA,"Bar, Cafe, European, International",NA,N,N,N,3,240,3,3,3,3.5,NA
g189524-d6453669,Ammi Jee's Indian,Denmark,Odense,NA,#142 of 239 Restaurants in Odense,Indian,NA,NA,Indian,NA,N,N,N,4,9,NA,NA,NA,NA,NA
g189524-d6550136,Fredo's Coffee Right,Denmark,Odense,NA,#3 of 14 Coffee & Tea in Odense,"Mid-range, Italian, French",€€-€€€,€5-€9,"French, Italian",NA,N,N,N,4.5,35,4.5,5,5,NA,NA
g189524-d6619176,Baresso Coffee,Denmark,Odense,NA,#10 of 14 Coffee & Tea in Odense,"Mid-range, Italian, European, Danish",€€-€€€,NA,"Italian, European, Danish",NA,N,N,N,3.5,14,NA,NA,NA,NA,NA
g189524-d6620621,Baresso Coffee,Denmark,Odense,NA,#13 of 14 Coffee & Tea in Odense,"Italian, European, Danish",NA,NA,"Italian, European, Danish",NA,N,N,N,3.5,4,NA,NA,NA,NA,NA
g189524-d6620628,Baresso Coffee,Denmark,Odense,NA,#8 of 14 Coffee & Tea in Odense,"Mid-range, European, Danish",€€-€€€,NA,"European, Danish",NA,N,N,N,4,17,NA,NA,NA,NA,NA
g189524-d6721487,UBN,Denmark,Odense,NA,#54 of 239 Restaurants in Odense,"Mid-range, Steakhouse, Bar, Pizza",€€-€€€,NA,"Steakhouse, Bar, Pizza, European, Danish","Vegetarian Friendly, Gluten Free Options",Y,N,Y,3.5,360,4,3.5,3.5,3,NA
g189524-d6736039,Fotex,Denmark,Odense,NA,#172 of 239 Restaurants in Odense,"European, Danish",NA,NA,"European, Danish",NA,N,N,N,4,4,NA,NA,NA,NA,NA
g189524-d6846878,Classic Indian,Denmark,Odense,NA,#109 of 240 Restaurants in Odense,"Mid-range, Indian",€€-€€€,NA,Indian,NA,N,N,N,4,43,3.5,4,3.5,NA,NA
g189524-d6882524,Totti Sandwich,Denmark,Odense,NA,#207 of 239 Restaurants in Odense,NA,NA,NA,NA,NA,N,N,N,3.5,7,NA,NA,NA,NA,NA
g189524-d6991627,Boulevardkroen,Denmark,Odense,NA,#92 of 240 Restaurants in Odense,"Mid-range, European, Danish",€€-€€€,NA,"European, Danish",NA,N,N,N,4,44,4,4,4,NA,NA
g189524-d7023289,Burger Anarchy,Denmark,Odense,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",#8 of 239 Restaurants in Odense,"Mid-range, American, Bar, International",€€-€€€,€17-€25,"European, American, Bar, International","Vegetarian Friendly, Gluten Free Options",Y,N,Y,4,593,4.5,4,4,4,"fries, burger, chilli, funky decor, ginger beer"
g189524-d7046695,3-3 pizza & steakhouse,Denmark,Odense,NA,NA,"Steakhouse, Barbecue",NA,NA,"Steakhouse, Barbecue",NA,N,N,N,NA,0,NA,NA,NA,NA,NA
g189524-d7047587,Nelle's Overgade,Denmark,Odense,NA,#2 of 14 Coffee & Tea in Odense,"Mid-range, Cafe, International, European",€€-€€€,€2-€17,"Cafe, International, European, Danish",NA,N,N,N,4.5,55,4,4.5,4,NA,NA
g189524-d7107622,Coffee & Eat,Denmark,Odense,NA,#6 of 14 Coffee & Tea in Odense,"Mid-range, Cafe",€€-€€€,NA,Cafe,NA,N,N,N,4.5,13,NA,NA,NA,NA,NA
g189524-d7200300,The Mastergrill,Denmark,Odense,NA,#143 of 239 Restaurants in Odense,Mid-range,€€-€€€,NA,NA,NA,N,N,N,3.5,22,3.5,3.5,3.5,NA,NA
g189524-d7304285,Rosticceria,Denmark,Odense,NA,#115 of 239 Restaurants in Odense,"Mid-range, Italian",€€-€€€,NA,Italian,NA,N,N,N,4,27,3.5,3,3,NA,NA
g189524-d7347427,Styrbaeks,Denmark,Odense,NA,#81 of 239 Restaurants in Odense,"European, Contemporary, Danish",NA,NA,"Contemporary, European, Danish",NA,N,N,N,5,17,5,5,5,NA,NA
g189524-d7376084,Pastel Brasil,Denmark,Odense,NA,#138 of 239 Restaurants in Odense,"Brazilian, South American",NA,NA,"Brazilian, South American",NA,N,N,N,5,5,NA,NA,NA,NA,NA
g189524-d7652008,Tipsy Toad Pub,Denmark,Odense,NA,#176 of 239 Restaurants in Odense,"Mid-range, British",€€-€€€,NA,British,NA,N,N,N,4,19,NA,NA,NA,NA,NA
g189524-d7735463,filosoffens café og restaurant,Denmark,Odense,NA,#136 of 239 Restaurants in Odense,"Mid-range, Cafe",€€-€€€,NA,Cafe,NA,N,N,N,4,15,4.5,3.5,4,NA,NA
g189524-d7737209,Bagelboden,Denmark,Odense,NA,#2 of 2 Bakeries in Odense,"Cheap Eats, Bakeries, Cafe, European",€,€4-€8,"Cafe, European, Danish",NA,N,N,N,4,22,5,4,5,NA,NA
g189524-d7740062,Chicago Burger,Denmark,Odense,NA,#104 of 239 Restaurants in Odense,"Cheap Eats, American, Fast food",€,NA,"American, Fast food",NA,N,N,N,4,45,4.5,4,4.5,NA,NA
g189524-d778882,Tortilla Flats,Denmark,Odense,NA,#113 of 239 Restaurants in Odense,"Mid-range, Mexican, Latin, Vegetarian Friendly",€€-€€€,€12-€17,"Mexican, Latin",Vegetarian Friendly,Y,N,N,3.5,74,4,4,3.5,4,NA
g189524-d7818534,Restaurant Bacchus,Denmark,Odense,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",#27 of 239 Restaurants in Odense,"Mid-range, French, European",€€-€€€,€36-€113,"French, European",NA,N,N,N,4.5,160,4.5,4,4,NA,NA
g189524-d7823933,Restaurant Roti,Denmark,Odense,NA,#205 of 239 Restaurants in Odense,Indian,NA,NA,Indian,NA,N,N,N,3,7,NA,NA,NA,NA,NA
g189524-d784625,Bar Sushi Odense,Denmark,Odense,NA,#61 of 239 Restaurants in Odense,"Mid-range, Japanese, Sushi, Asian",€€-€€€,€17-€40,"Japanese, Sushi, Asian","Vegetarian Friendly, Vegan Options, Gluten Free Options",Y,Y,Y,4,104,4.5,4.5,4,3.5,NA
g189524-d787205,Eydes,Denmark,Odense,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017",#19 of 240 Restaurants in Odense,"Mid-range, International, European, Danish",€€-€€€,€11-€37,"European, International, Danish","Gluten Free Options, Vegetarian Friendly",Y,N,Y,4,279,4,4,4,3.5,NA
g189524-d789943,Bowl'n'fun,Denmark,Odense,NA,#152 of 239 Restaurants in Odense,Mid-range,€€-€€€,€6-€741,NA,NA,N,N,N,3.5,25,3.5,3.5,4,NA,NA
g189524-d796235,Olivia Brasserie,Denmark,Odense,"Certificate of Excellence 2018, Certificate of Excellence 2015",#39 of 239 Restaurants in Odense,"Mid-range, European, Vegetarian Friendly",€€-€€€,€8-€17,European,Vegetarian Friendly,Y,N,N,4,261,4,4,4,4,NA
g189524-d7967332,Lambda,Denmark,Odense,NA,#186 of 239 Restaurants in Odense,"Bar, Pub",NA,NA,"Bar, Pub",NA,N,N,N,4,1,NA,NA,NA,NA,NA
g189524-d7991030,Protein Deli,Denmark,Odense,NA,NA,NA,NA,NA,NA,NA,N,N,N,NA,0,NA,NA,NA,NA,NA
g189524-d7991045,Christian Firtal,Denmark,Odense,Certificate of Excellence 2017,#34 of 239 Restaurants in Odense,Mid-range,€€-€€€,NA,NA,NA,N,N,N,4.5,60,4,4.5,4,NA,NA
g189524-d800112,Cafe Skt Gertrud,Denmark,Odense,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2013, Certificate of Excellence 2012",#14 of 239 Restaurants in Odense,"Mid-range, French, Cafe, European",€€-€€€,€5-€37,"French, Cafe, European","Vegetarian Friendly, Vegan Options, Gluten Free Options",Y,Y,Y,4,418,4,4,4,4.5,"burger, caesar salad, excellent food, french cuisine, place to eat"
g189524-d800114,Sortebro Kro,Denmark,Odense,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014, Certificate of Excellence 2013",#4 of 239 Restaurants in Odense,"Fine Dining, Cafe, Danish, Vegetarian Friendly",€€€€,€3-€15,"Cafe, Danish","Vegetarian Friendly, Vegan Options, Gluten Free Options",Y,Y,Y,4.5,525,4.5,4.5,4.5,5,"lamb, soup, funen village, taste buds, culinary experience"
g189524-d800121,China Wok House,Denmark,Odense,NA,#57 of 239 Restaurants in Odense,"Mid-range, Chinese, Asian",€€-€€€,€8-€17,"Chinese, Asian",NA,N,N,N,4,52,4,4,4,4,NA
g189524-d800135,Under Lindetraeet,Denmark,Odense,"Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014",#16 of 240 Restaurants in Odense,"Fine Dining, European, Contemporary, Scandinavian",€€€€,€17-€107,"European, Scandinavian, Danish, Contemporary",NA,N,N,N,4.5,191,4.5,4.5,4,4.5,NA
g189524-d800195,Goma,Denmark,Odense,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014, Certificate of Excellence 2013",#2 of 239 Restaurants in Odense,"Fine Dining, Japanese, Seafood, Sushi",€€€€,€26-€101,"Japanese, Seafood, Sushi, Asian, Fusion","Vegetarian Friendly, Vegan Options, Gluten Free Options",Y,Y,Y,4.5,342,4.5,4.5,4.5,4,NA
g189524-d800201,Mamma's Pizzeria,Denmark,Odense,"Certificate of Excellence 2019, Certificate of Excellence 2016, Certificate of Excellence 2013",#39 of 240 Restaurants in Odense,"Mid-range, Italian, Pizza, European",€€-€€€,€11-€17,"Italian, Pizza, European","Vegetarian Friendly, Vegan Options",Y,Y,N,3.5,351,4,3.5,4,3.5,NA
g189524-d804031,White Palace,Denmark,Odense,NA,#197 of 239 Restaurants in Odense,"Mid-range, Indian",€€-€€€,€12-€18,Indian,NA,N,N,N,3,15,NA,NA,NA,NA,NA
g189524-d8113694,Umashi,Denmark,Odense,"Certificate of Excellence 2019, Certificate of Excellence 2017",#58 of 239 Restaurants in Odense,"Mid-range, Japanese, Seafood, Sushi",€€-€€€,NA,"Japanese, Seafood, Sushi, Asian",Vegetarian Friendly,Y,N,N,4,106,4,3.5,3.5,NA,NA
g189524-d813864,Restaurant Cro'n,Denmark,Odense,NA,#32 of 239 Restaurants in Odense,"Mid-range, European, Scandinavian, Danish",€€-€€€,NA,"European, Scandinavian, Danish",NA,N,N,N,4.5,84,4.5,4.5,4.5,4.5,NA
g189524-d814356,A Hereford Beefstouw,Denmark,Odense,NA,#57 of 240 Restaurants in Odense,"Mid-range, Steakhouse, European, Danish",€€-€€€,NA,"Steakhouse, European, Danish",NA,N,N,N,3.5,178,3.5,4,3.5,3.5,NA
g189524-d814395,Bryggeriet Flakhaven,Denmark,Odense,NA,#80 of 239 Restaurants in Odense,"Mid-range, Steakhouse, Bar, European",€€-€€€,NA,"Steakhouse, European, Scandinavian, Danish, Bar, Pub",NA,N,N,N,4,52,4,4,4,NA,NA
g189524-d816701,Cafe Cuckoo's Nest,Denmark,Odense,NA,#162 of 239 Restaurants in Odense,"Mid-range, Bar, Cafe, European",€€-€€€,NA,"Bar, Cafe, European, Danish",NA,N,N,N,3,218,3.5,3,3,4,NA
g189524-d8180031,The Burger Odense,Denmark,Odense,NA,#45 of 239 Restaurants in Odense,"Mid-range, American, Diner, Vegetarian Friendly",€€-€€€,NA,"American, Diner",Vegetarian Friendly,Y,N,N,4,85,4,4,3.5,NA,NA
g189524-d825566,Café Chino,Denmark,Odense,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015",#10 of 239 Restaurants in Odense,"Mid-range, Bar, Cafe, European",€€-€€€,€2-€3,"Cafe, European, Danish, Bar",NA,N,N,N,4.5,179,4.5,4,4,3.5,NA
g189524-d8277700,Villa Paradiso,Denmark,Odense,NA,#28 of 240 Restaurants in Odense,"Cheap Eats, Italian, Pizza, Vegetarian Friendly",€,NA,"Italian, Pizza",Vegetarian Friendly,Y,N,N,5,52,5,4.5,5,NA,NA
g189524-d8419511,Velodrom Kaffebar,Denmark,Odense,NA,#46 of 239 Restaurants in Odense,"Mid-range, Cafe",€€-€€€,€3-€9,Cafe,NA,N,N,N,4.5,34,4.5,5,5,NA,NA
g189524-d8493677,Restaurant Bondestuen,Denmark,Odense,NA,#84 of 240 Restaurants in Odense,"Mid-range, European, Danish",€€-€€€,€46-€158,"European, Danish",NA,N,N,N,4,21,4,3.5,4.5,NA,NA
g189524-d8507046,I Pupi Siciliani,Denmark,Odense,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017",#3 of 240 Restaurants in Odense,"Mid-range, Italian, Mediterranean, European",€€-€€€,€10-€30,"Italian, Mediterranean, European, Sicilian, Southern-Italian","Vegetarian Friendly, Vegan Options, Gluten Free Options",Y,Y,Y,4.5,251,4.5,4.5,4.5,NA,NA
g189524-d8650292,The Food Stall,Denmark,Odense,NA,#105 of 239 Restaurants in Odense,"Mid-range, Vegetarian Friendly",€€-€€€,NA,NA,Vegetarian Friendly,Y,N,N,4,20,4.5,4.5,4,NA,NA
g189524-d874041,Cafe Biografen,Denmark,Odense,NA,#4 of 11 Quick Bites in Odense,"Mid-range, Quick Bites, Cafe, European",€€-€€€,€9-€23,"Cafe, European, Danish",Vegetarian Friendly,Y,N,N,3.5,122,3.5,3.5,3.5,4,NA
g189524-d875449,Italiano Pizzeria Ristorante,Denmark,Odense,NA,#112 of 240 Restaurants in Odense,"Mid-range, Italian, Pizza, European",€€-€€€,NA,"Italian, Pizza, European",Vegetarian Friendly,Y,N,N,4,65,4,4,4,4,NA
g189524-d8757193,Restaurant Fynboen,Denmark,Odense,"Certificate of Excellence 2019, Certificate of Excellence 2017",#38 of 239 Restaurants in Odense,"Mid-range, International, European, Danish",€€-€€€,€47-€57,"European, Danish, International",NA,N,N,N,4.5,92,4.5,4,4,NA,NA
g189524-d876295,Bergama,Denmark,Odense,NA,#87 of 239 Restaurants in Odense,"Cheap Eats, Turkish",€,NA,Turkish,NA,N,N,N,4,37,4.5,4.5,4.5,4,NA
g189524-d8795997,RICETERIA by RICE Odense,Denmark,Odense,NA,#78 of 240 Restaurants in Odense,"Cheap Eats, Italian, French, European",€,€3-€12,"Italian, French, European, Danish",NA,N,N,N,4.5,34,5,5,5,NA,NA
g189524-d8838695,S'vineriet Vinapotek,Denmark,Odense,NA,#76 of 239 Restaurants in Odense,NA,NA,NA,NA,NA,N,N,N,5,13,4.5,5,4.5,NA,NA
g189524-d943387,Den Grimme Aelling Restaurant,Denmark,Odense,NA,#145 of 239 Restaurants in Odense,"Mid-range, European, Scandinavian, Danish",€€-€€€,NA,"European, Danish, Scandinavian",NA,N,N,N,3.5,148,3.5,3.5,3.5,4,NA
g189524-d943512,Restaurant Skovbakken,Denmark,Odense,NA,#72 of 239 Restaurants in Odense,"Mid-range, French, European, Danish",€€-€€€,€106-€389,"French, European, Danish",NA,N,N,N,4,33,4,4.5,4,NA,NA
g189524-d943513,Oriental Barbeque House,Denmark,Odense,NA,#220 of 239 Restaurants in Odense,"Mid-range, Chinese, Sushi, Asian",€€-€€€,NA,"Chinese, Sushi, Asian",NA,N,N,N,3,91,2.5,2.5,2.5,2.5,NA
g189524-d9453932,Soup Stone Cafe,Denmark,Odense,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017",#7 of 239 Restaurants in Odense,"Cheap Eats, Quick Bites, International, European",€,€42-€71,"European, International","Vegetarian Friendly, Vegan Options, Gluten Free Options",Y,Y,Y,4.5,140,4.5,4.5,4.5,NA,NA
g189524-d9729085,Gastroteket,Denmark,Odense,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017",#11 of 239 Restaurants in Odense,"Mid-range, French, European, Scandinavian",€€-€€€,€40-€174,"French, European, Scandinavian, Danish",Vegetarian Friendly,Y,N,N,4.5,204,4.5,4.5,4,NA,NA
g189524-d9730052,Klosterkroen,Denmark,Odense,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2017",#37 of 240 Restaurants in Odense,"Mid-range, Scandinavian, Danish",€€-€€€,€8-€67,"Scandinavian, Danish",NA,N,N,N,4,117,4,4,4,NA,NA
g189524-d9850528,La Piazzetta,Denmark,Odense,NA,#51 of 240 Restaurants in Odense,"Cheap Eats, Italian, Pizza, Vegetarian Friendly",€,NA,"Italian, Pizza","Vegetarian Friendly, Vegan Options",Y,Y,N,4.5,36,5,4.5,5,NA,NA
g189524-d9855558,Restaurant Wokwik,Denmark,Odense,NA,#221 of 239 Restaurants in Odense,"Cheap Eats, Chinese, Sushi",€,€2-€5,"Chinese, Sushi",NA,N,N,N,3,30,3.5,3.5,3,NA,NA
g189524-d9858052,"Bluefin, restaurant & sushi",Denmark,Odense,NA,#52 of 239 Restaurants in Odense,"Mid-range, Japanese, Seafood, Sushi",€€-€€€,€16-€54,"Japanese, Seafood, Sushi, Asian","Vegetarian Friendly, Vegan Options",Y,Y,N,4,66,4,4,4,NA,NA
g189525-d10072300,King of Kebab,Denmark,Svendborg,NA,#13 of 57 Restaurants in Svendborg,"Cheap Eats, Fast food, Turkish, Middle Eastern",€,NA,"Fast food, Turkish, Middle Eastern",NA,N,N,N,4.5,33,4.5,4.5,4,NA,NA
g189525-d10108724,Gelato Italia,Denmark,Svendborg,NA,#1 of 2 Dessert Spots in Svendborg,"Mid-range, Dessert",€€-€€€,NA,NA,NA,N,N,N,4.5,50,4.5,4.5,4.5,NA,NA
g189525-d1013057,Wok House,Denmark,Svendborg,NA,#34 of 57 Restaurants in Svendborg,"Cheap Eats, Chinese",€,€4-€8,Chinese,NA,N,N,N,4,15,4,4.5,4,NA,NA
g189525-d1013060,Jensens Boefhus Svendborg,Denmark,Svendborg,NA,#46 of 57 Restaurants in Svendborg,"Mid-range, Steakhouse, European, Danish",€€-€€€,€12-€17,"Steakhouse, European, Danish",Vegetarian Friendly,Y,N,N,3,104,3.5,3,3,3,NA
g189525-d1013070,Jettes Diner,Denmark,Svendborg,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2013",#11 of 57 Restaurants in Svendborg,"Mid-range, American, Diner, Vegetarian Friendly",€€-€€€,€57-€156,"American, Diner",Vegetarian Friendly,Y,N,N,4,211,4,3.5,3.5,3.5,NA
g189525-d1017676,Restaurant Svendborgsund,Denmark,Svendborg,"Certificate of Excellence 2017, Certificate of Excellence 2015",#8 of 57 Restaurants in Svendborg,"Mid-range, European, Scandinavian, Danish",€€-€€€,€8-€17,"European, Scandinavian, Danish",NA,N,N,N,4,309,4,4,3.5,4,"sole, potatoes, danish food, friendly service, denmark"
g189525-d1017678,Pizzeria La Pupa,Denmark,Svendborg,Certificate of Excellence 2016,#38 of 57 Restaurants in Svendborg,"Mid-range, Italian, Pizza, European",€€-€€€,€7-€25,"Italian, Pizza, European",Vegetarian Friendly,Y,N,N,3.5,143,4,4,4,4.5,NA
g189525-d10457252,Bendixens Fiskehandel,Denmark,Svendborg,NA,#24 of 57 Restaurants in Svendborg,"Mid-range, Seafood, European, Scandinavian",€€-€€€,NA,"Seafood, Danish, European, Scandinavian",NA,N,N,N,4,42,4,3.5,4.5,NA,NA
g189525-d10558474,Oland,Denmark,Svendborg,NA,#31 of 57 Restaurants in Svendborg,"Mid-range, Cafe",€€-€€€,€57-€79,Cafe,NA,N,N,N,4,15,NA,3,3.5,NA,NA
g189525-d10584491,Thuro Kro Sommer Café og Restaurant,Denmark,Svendborg,NA,#41 of 57 Restaurants in Svendborg,"Mid-range, Cafe, Seafood, European",€€-€€€,€5-€33,"Cafe, Seafood, European, Danish",NA,N,N,N,5,6,NA,NA,NA,NA,NA
g189525-d10636337,Cafe WO,Denmark,Svendborg,NA,#50 of 57 Restaurants in Svendborg,"Mid-range, European, Central European",€€-€€€,€6-€11,"European, Central European",NA,N,N,N,3.5,13,NA,NA,NA,NA,NA
g189525-d10721493,Sh Aps,Denmark,Svendborg,NA,NA,"Mid-range, Seafood",€€-€€€,€20-€40,Seafood,NA,N,N,N,NA,0,NA,NA,NA,NA,NA
g189525-d10724820,Svendborg Golfrestaurant,Denmark,Svendborg,NA,#40 of 57 Restaurants in Svendborg,"European, Danish",NA,NA,"European, Danish",NA,N,N,N,4.5,7,NA,NA,NA,NA,NA
g189525-d11857244,Asia Restaurant,Denmark,Svendborg,NA,#54 of 57 Restaurants in Svendborg,"Mid-range, Vegetarian Friendly",€€-€€€,NA,NA,Vegetarian Friendly,Y,N,N,3,37,3,3.5,3.5,NA,NA
g189525-d11884608,Cafe Mauritz,Denmark,Svendborg,NA,#45 of 57 Restaurants in Svendborg,Mid-range,€€-€€€,NA,NA,NA,N,N,N,3.5,62,3.5,3.5,3,NA,NA
g189525-d12322458,Thuro Stuen,Denmark,Svendborg,NA,#48 of 57 Restaurants in Svendborg,"Bar, Pub",NA,NA,"Bar, Pub",NA,N,N,N,4,8,4,4,4,NA,NA
g189525-d12537660,Resumé,Denmark,Svendborg,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019",#1 of 57 Restaurants in Svendborg,"Fine Dining, International, European, Scandinavian",€€€€,€416-€416,"European, Scandinavian, Danish, International",NA,N,N,N,5,155,5,5,5,NA,NA
g189525-d12640952,Spillestedet Kammerateriet,Denmark,Svendborg,NA,#23 of 57 Restaurants in Svendborg,Mid-range,€€-€€€,NA,NA,NA,N,N,N,4.5,17,NA,4,4,NA,NA
g189525-d12652239,Tapas Classico,Denmark,Svendborg,Certificate of Excellence 2019,#4 of 57 Restaurants in Svendborg,"Mid-range, Italian, European, Spanish",€€-€€€,NA,"Italian, European, Spanish, Danish",NA,N,N,N,5,59,4.5,5,5,NA,NA
g189525-d12667673,Bregninge Kro,Denmark,Svendborg,NA,#25 of 57 Restaurants in Svendborg,"Mid-range, European, Scandinavian, Danish",€€-€€€,€6-€38,"European, Danish, Scandinavian",NA,N,N,N,3.5,46,4,4,3.5,NA,NA
g189525-d12726871,BurgerMania,Denmark,Svendborg,Certificate of Excellence 2019,#7 of 57 Restaurants in Svendborg,"Mid-range, American, Bar, Fast food",€€-€€€,€7-€20,"American, Bar, Fast food, Pub",Vegetarian Friendly,Y,N,N,4.5,114,4.5,4.5,4,NA,NA
g189525-d14178248,Thudes Restaurant og vinbar,Denmark,Svendborg,"Travellers' Choice, Certificate of Excellence 2020",#3 of 57 Restaurants in Svendborg,"Fine Dining, French, Seafood, European",€€€€,€23-€107,"French, Scandinavian, Danish, Seafood, European",NA,N,N,N,5,67,5,5,5,NA,"course dinner, main course, waiter, dishes, dessert"
g189525-d14775041,Det grønne køkken,Denmark,Svendborg,NA,#32 of 57 Restaurants in Svendborg,NA,NA,NA,NA,NA,N,N,N,4.5,12,NA,NA,NA,NA,NA
g189525-d14779892,Kaewr Kaffebar,Denmark,Svendborg,NA,#56 of 57 Restaurants in Svendborg,"Mid-range, Cafe",€€-€€€,NA,Cafe,NA,N,N,N,2.5,10,NA,NA,NA,NA,NA
g189525-d15051731,Bluefin Sushi Svendborg,Denmark,Svendborg,NA,#36 of 57 Restaurants in Svendborg,"Mid-range, Japanese, Sushi",€€-€€€,€11-€40,"Japanese, Sushi",NA,N,N,N,4,9,NA,NA,NA,NA,NA
g189525-d15589989,Den Blå Kirke,Denmark,Svendborg,NA,#42 of 57 Restaurants in Svendborg,"Fine Dining, French, European, Danish",€€€€,€20-€202,"French, European, Danish",NA,N,N,N,5,4,NA,NA,NA,NA,NA
g189525-d15700355,Brød,Denmark,Svendborg,NA,#39 of 57 Restaurants in Svendborg,"Mid-range, Cafe, European, Danish",€€-€€€,NA,"Cafe, European, Danish",NA,N,N,N,4,12,NA,NA,NA,NA,NA
g189525-d15813160,Salig Simons Gaard,Denmark,Svendborg,NA,#2 of 57 Restaurants in Svendborg,"Fine Dining, French, European",€€€€,€13-€67,"French, European",NA,N,N,N,4.5,74,5,5,5,NA,NA
g189525-d15863851,Rantzausminde Grillen,Denmark,Svendborg,NA,NA,NA,NA,NA,NA,NA,N,N,N,NA,0,NA,NA,NA,NA,NA
g189525-d17353901,Panino,Denmark,Svendborg,NA,#27 of 57 Restaurants in Svendborg,Italian,NA,NA,Italian,NA,N,N,N,4.5,15,NA,NA,NA,NA,NA
g189525-d17353981,Hello Banh Mi,Denmark,Svendborg,NA,#15 of 57 Restaurants in Svendborg,"Cheap Eats, Vietnamese",€,€6-€11,Vietnamese,NA,N,N,N,4.5,18,NA,NA,NA,NA,NA
g189525-d17433030,Nordi,Denmark,Svendborg,NA,#35 of 57 Restaurants in Svendborg,American,NA,NA,American,NA,N,N,N,5,7,NA,NA,NA,NA,NA
g189525-d17755873,Pibegrillen,Denmark,Svendborg,NA,#47 of 57 Restaurants in Svendborg,"American, European, Danish",NA,NA,"American, European, Danish",NA,N,N,N,4.5,5,NA,NA,NA,NA,NA
g189525-d17829794,Hoje Boge Mad,Denmark,Svendborg,NA,NA,NA,NA,NA,NA,NA,N,N,N,NA,0,NA,NA,NA,NA,NA
g189525-d19144834,Vinsted,Denmark,Svendborg,NA,#37 of 57 Restaurants in Svendborg,"Mid-range, European, Danish",€€-€€€,NA,"European, Danish",NA,N,N,N,4.5,6,NA,NA,NA,NA,NA
g189525-d19340031,Rantzausmindehallen,Denmark,Svendborg,NA,NA,NA,NA,NA,NA,NA,N,N,N,NA,0,NA,NA,NA,NA,NA
g189525-d20913270,Allo Allo,Denmark,Svendborg,NA,#33 of 57 Restaurants in Svendborg,NA,NA,NA,NA,NA,N,N,N,4,10,NA,NA,NA,NA,NA
g189525-d20985203,Svendborg Spisested,Denmark,Svendborg,NA,#43 of 57 Restaurants in Svendborg,Arabic,NA,NA,Arabic,NA,N,N,N,5,4,NA,NA,NA,NA,NA
g189525-d20997085,Spillestedet Rasmus,Denmark,Svendborg,NA,NA,"Fine Dining, Brew Pub, Pizza, Pub",€€€€,€3-€81,"Brew Pub, Pizza, Pub",NA,N,N,N,NA,0,NA,NA,NA,NA,NA
