Date,Review,Likes On Reviews,User_name
"January 31, 2019",When will you add the Greenwich store? I won't be using the app until it's added as it will be my nearest.,19.0,User212
"June 18, 2019",use this app to buy from ikea Do not go to the store and risk running into scp 3008 its not worth the risk.,,User1743
"June 5, 2019",Don't bother! Awful app. It keeps logging me out for no reason.,,User1399
"January 23, 2019",I am unable to login and the developer has failed to respond to my emails. Poor show Ikea.,3.0,User1497
"May 29, 2019",so online shopping option is removed? i think i made purchase many item last year through this app.,,User642
"June 3, 2019","Can't sign up, keeps telling me that my password doesn't meet the minimum requirements though it already does",,User408
"July 17, 2019",i cannot search for any products! it has been more than a week. please fix the app,,User869
"November 9, 2018",Why can't I login? My account works on the website but not in the app on any of my devices.,2.0,User984
"May 13, 2019",literally will not load on a pixel 2 xl. i have no idea if the app works well since it wont work at all.,,User1552
"November 29, 2018",Doesnt even let u register. Cant load pages and doesnt remember whereu left off. Totally useless!,2.0,User2178
"September 23, 2018",Stock information is not reliable. It is a waste of time to go to ikea and found there is no stock,1.0,User1388
"November 3, 2018","Worst in store service, no useful settings in app...if u miss the password 3 times, u have to wait 24 hours",1.0,User1415
"August 17, 2019",Cant update and sync the shopping list.... Very bad app experience here even came feom big name company... Very disappointed,,User2227
"July 26, 2019",Very useful for browsing and looking up product information. Four stars because it logs me out each time I close the app :(,11.0,User2396
"August 21, 2019",May be I couldn't focus sufficiently to use the app. But the app does not throw up much choice.,,User2047
"December 24, 2018",absolutely useless. It used to be fine but now says 'cannot load products. please check you internet connection and try again'.,5.0,User1519
"September 20, 2018",This app claims they have things in stock that they haven't had for 2 weeks. Waste of time!,2.0,User326
"November 19, 2018",Instantly logs you out as soon as you log in. And I've just lost my whole shopping list thanks to it being useless,4.0,User26
"January 5, 2019","Had to manually choose store location. I live in Winnipeg. After I chose Canada as country, it offers Boucherville Quebec as the store. Had to manipulate the map to choose Winnipeg.",1.0,User2020
"January 5, 2019",worst app. cant able to log in properly. every time says wrong password. bad too bad,3.0,User2434
"September 30, 2018","I can't login. I registered 2 account, I received 2 IKEA codes but both don't work.",1.0,User1627
"November 15, 2018","Won't allow me to log in, useless for trips to IKEA now. Please update!",2.0,User703
"March 28, 2019",Would be great if there were recommended products and an ability to add products to a wishlist.,,User1613
"June 21, 2019",your app is nice but its not working i cant sign in to a account i cant a list or add to bag,1.0,User183
"August 21, 2019",Can't log in and if i succeeds the app throws me out or it say that i don't have any shopping lists,,User955
"April 21, 2019","Won't let me log in, haven't been able to for weeks, maybe longer. This is basic stuff that should be fixed ASAP. Doesn't look like I'm the only one with this issue.",1.0,User759
"December 4, 2018",Unable to log in!! As soon as I do it logs me straight out again!!!!,5.0,User1505
"June 30, 2019",When trying to set location it submits incorrect address regarding the closest store... There is no use for this app.,,User456
"October 17, 2018",Log in used to work and it was good. Can't log in now. Please fix it.,2.0,User1993
"January 6, 2019",I am very disappointed with this app as I am very satisfied with the company and the service. Maybe someone will review this feedback and deliver a better app to meet the companies quality of service.,1.0,User1063
"September 28, 2018",This app is not available in Bahrain. Kindly add this in your list of countries.,1.0,User985
"June 2, 2019",was 5 stars with the image search function but now the image search is not showing up?,,User879
"June 12, 2019","bad application, cannot login in application but work on web. its very stranger...",,User1424
"January 26, 2019","Won't synchronise, thinks Belfast is my nearest store! App is useless, plese sort it out ASAP!",2.0,User1674
"June 18, 2019",Not happy at all. Everytime I go to look at something it says can't find products.,,User285
"February 4, 2019","app is useless, does not remember card, fails login, cannot connect to server in ikia",20.0,User1106
"November 16, 2018",App installed both on tablet and phone and from neither can I access my ikea account. It says wrong mail or password.,2.0,User958
"March 17, 2019",Hi I dono why I cant open the IKEA apps. when I open keep stucking on loading screen and nothing out. it's been 15 minute did nth.,,User1149
"August 20, 2019",Crashes constantly even on a stock Google Pixel. can't even look at any furniture.,,User86
"December 16, 2018","Can't login, it gives a message that they have to log me out because aap can't sync.",1.0,User2294
"November 30, 2018","New version, new password rules, but still no possible to log in because of sync problems.",1.0,User1497
"March 22, 2019",Log in to account doesn't work. Website works fine. something is broken somewhere.,,User2432
"June 11, 2019",Needs update for store locations in Puerto Rico for people that want to shop in that location.,,User775
"June 15, 2019",It doesn't save my password or let me browse products. What good is that?,,User1698
"July 28, 2019",after a search and finding items....i scroll down a bit then the search disappears...,,User2044
"August 20, 2019",Not expected to have such a miserable app for such a big store !!!,,User2401
"June 17, 2019",I love to do some pre shopping/planning with this app before visiting IKEA. Occasional difficulty finding certain items if I don't have the item number.,,User2099
"May 14, 2019",unable to log into the app with my IKEA family credentials. need to get this bug sorted out.,,User1538
"January 10, 2019","Seems pretty pointless, can add things to my basket but can't seem to pay for them.",5.0,User174
"January 26, 2019",Has not worked since the last update months ago i cannot log in! review update another 3 months later app is still not working!!,2.0,User817
"June 6, 2019",Can't sign up service unavailable? Anyone else have this problem?,,User1866
"December 27, 2018",Easily locked and cant be solved. No effort or help from Ikea to help or support.,4.0,User1052
"June 16, 2019",Why can you not save options as favourite? Also IKEA don't seem to deliver.,,User891
"December 26, 2018","search isn't fuzzy enough. also, feel like store has inventory missing in this app. is this really all there is?",,User1497
"October 24, 2018","Love the app, would like to to be a bit smoother in terms of fluidity.",1.0,User359
"February 26, 2019",the language is locked once you select a location.. why cant you juat pick your own language...,6.0,User924
"October 8, 2018",Where is the purchase button ? There is no online shopping in here as described,2.0,User76
"November 28, 2018",Seems like I'm not the only one have the log in issue. Useless app.,2.0,User1511
"October 1, 2018",Works to plan the trip to IKEA. Shows what to find where. Does the job.,1.0,User1497
"December 6, 2018","Terrible app, can't even make a registration for logging in as a card member!",6.0,User474
"July 6, 2019",what is the point of having an account if it does not store my shopping list?,,User1848
"July 14, 2019","Never lets me log in, no matter how many times I use the correct password its always wrong",,User826
"January 7, 2019","everything works fine, but adding a family card doesn't save it.",3.0,User2499
"June 9, 2019",service of ikea is bad. they have disappointed me thrice in 30 days.they charged extra and delivery is never on time.,,User2422
"March 22, 2019","Ended up errasing it because it does not have the Puerto Rico locations even tho they have to stores in the island, very unhappy",,User2220
"January 28, 2019","this app does nothing, cant buy an item, wont display my card number. just a waste of time!!!",3.0,User1688
"January 11, 2019",the website and the app are trash ... super frustrating just as frustrating as building their stupid furniture 🤦,2.0,User297
"January 27, 2019",This aap is very slow... It's useless...After trying I just uninstalled the app....because it's waste,1.0,User624
"June 15, 2019","I can't login in the app, but I CAN login in the web browser.",,User1706
"December 8, 2018","logged in and was shopping, an hour later i am logged out and cannot log in anymore",2.0,User501
"January 2, 2019","Pointless, main use of the app is stock checking, which doesn't match the store",4.0,User2493
"January 2, 2019",search does not show any product. if i brouse by catogory app crashes. waste of time,16.0,User2407
"October 3, 2018","Having problems logging in, keeps saying it's not possible. Login data is correct though",1.0,User1497
"November 4, 2018",Can't create a new shopping list from the app? How dumb is that.,4.0,User1497
"November 18, 2018","Can't even log in. Says wrong password, I keep resetting and changing it and it still doesn't work.",3.0,User1529
"December 26, 2018","cant sign up, it say wrong password, i'm sure that i enter the right password,",1.0,User1947
"April 29, 2019",just stupid that you cant oder home delivery in an obvious way and that it asks for access to device location,,User2538
"June 21, 2019",Unable to place order thru the app is a reason that make it useless.,,User99
"February 1, 2019",IKEA is lackluster these days and no longer sunlime. Prices way too high app uninspiring like IKEA.is,27.0,User755
"September 29, 2018","Good app, has almost all items pricing and description in it. I just wish I could easily order delivery to my home of everything I need :)))",,User1497
"July 22, 2019",why so slow to loading the pic?already uninstalled and install again but still the same,,User1862
"August 3, 2019",struggled so much logging in... same login info works perfectly fine on website but not in app,,User928
"June 16, 2019",Worthless app. I have tried 6 or 7 times to log in. NEVER WORKS!,,User1854
"November 30, 2018","After spent half and hour to fill in, ends up with the webpage couldn't found, waste the time",1.0,User1960
"December 7, 2018","For the last week the app wont allow me to login, it just says it cant syncronize my account and logs me out.",4.0,User2147
"December 13, 2018",I can't connect with my family account... wasted time with this app,2.0,User683
"August 10, 2019",Useless app. Just another gimmick to target your inbox.,,User2087
"May 5, 2019","Items in basket keep disappearing, so frustrating and unhelpful!",1.0,User1945
"February 21, 2019",they making foolish...only store Details of Hyderabad store..no online oder booking..no product display,4.0,User1497
"March 25, 2019","Impossible to use, tried to log in several times and when finally able it kept saying my zip code was incorrect",,User1497
"October 19, 2018",Stupid app won't let me log in or makes shopping list while I literally shop in their store,2.0,User949
"October 27, 2018",90% of times when I log in I am logged out because of some synchronisation issue,2.0,User89
"November 23, 2018",Awesome I love this app good job Ikea it is addicting to look at all the cute furniture and try to buy it love the store,1.0,User1497
"October 4, 2018",Unable to logg in to it. It is not synced with the database at all,2.0,User2301
"April 29, 2019",We just cannot order online. We need.physically go to the store,,User1594
"February 2, 2019","mostly shows the products are out of stock, bad inventory management",3.0,User2036
"August 12, 2019",Terrible App from a terrible company. It's as shittily designed as their slap sitck furniture.,,User577
"March 5, 2019",why i can't change from country to countery unless i delet the information,2.0,User2236
"October 7, 2018",App will not allow me to log in to access any features.,2.0,User463
"September 16, 2018",IKEA and its product line has been my dream for decades.,1.0,User831
"June 12, 2019",Can't login even after synchronisation with website. Pure rubbish.,,User941
"October 4, 2018","Young man with a bachelor degree in Physiology, business owner and considerate to others. Great person to know!",,User644
"December 30, 2018",Crashes every time I open it. absolutely useless!,6.0,User105
"November 17, 2018",At the touch of the keyboard you find everything 100 per cent,1.0,User1497
"August 21, 2019",App opens blank pages when I click on item to see more info.,,User572
"January 14, 2019","After signing up for the IKEA family, I can log in via desktop but the app constantly says invalid email and or password.",,User2377
"September 21, 2018",Not user friendly at all. What a total waste of time. You should be ashamed of yourselves.,1.0,User677
"September 14, 2018","Worst app for a company like ikea,basic thing not able to login ,poor design",2.0,User2410
"August 10, 2019",when it works this is posdibly one of the worst apps i have ever used,,User2016
"June 29, 2019",can search fir producta but all of the browsing options give no results and seaeches chabge to no items if i scroll to far,,User1494
"August 3, 2019","after the last update, keeps crashing on my galaxy so with android pie",,User238
"May 15, 2019",i haven't had any problems so far. little lagy but it's a well designed app.,,User3
"December 18, 2018",doesn't really do much. the product search feature is clunky and not very helpful. expected more from Ikea.,2.0,User1297
"June 20, 2019","Login doesnt work, says the email its sending emails to is wrong",,User1881
"August 13, 2019",Poor app.. Event can't view the point and transaction history.,,User1869
"April 3, 2019","until today 3-April, still haven't include outlet Batu Kawan Penang Malaysia!!!",,User648
"April 23, 2019",Really useful if you cant find a co-worker,2.0,User541
"September 26, 2018","Doesn't let me sign up, crashes search bar is used.",1.0,User1326
"July 12, 2019",i hope ikea a free order and the staff a good yes......i like in the world................,,User1120
"January 6, 2019",Incomplete Must be modified to link with online shopping.,5.0,User858
"March 1, 2019",Hard to navigate. Only basic functions,2.0,User1631
"October 17, 2018",No able to access into app. Keep finding my location.,1.0,User1899
"September 22, 2018",What are these stupid password rules for not having special characters and what not. It's 2018,,User432
"January 26, 2019","Hopeless experience, neither allows to login nor registers new I'd, repeatedly.",1.0,User1687
"November 26, 2018",Just say that it is catalogue.. dont say store cos i cant buy in this app,1.0,User2076
"June 27, 2019",Missing links to related products like in web page.,,User896
"July 5, 2019",I'm in Hong Kong. Lot of IKEA. Not on the app.,,User1336
"November 11, 2018","Can't order from the app, what's the point.",2.0,User1911
"December 13, 2018",It's really difficult to sign up. Gagal maning son 😥,1.0,User2490
"April 29, 2019",I cant figure out how to check out and proceed to payment.,,User201
"November 29, 2018",Started off fine but now cannot log into my account. Uninstalled.,1.0,User2254
"November 25, 2018",Functionality and search filters are seriously lacking.,1.0,User173
"January 28, 2019","Simply not working for some reason,it does not load anything",1.0,User1497
"February 4, 2019",Will not start. Tried installing etc but to no avail .,1.0,User1959
"August 18, 2019","Works well, I just find the searching clunky for me",,User1595
"May 4, 2019",Why I could not find Israel in the list of stores?,,User1025
"August 14, 2019",Anxiously awaiting more stores in India.,,User117
"December 19, 2018",Very week customer service. Low to medium quality. Over priced for the quality you buy.,4.0,User1967
"October 25, 2018",Not possible to change location of the store.,1.0,User1497
"May 14, 2019",wanted to order a product online and it was not possible,,User1465
"November 26, 2018","Doesnt even let you login, just stuck at login page",25.0,User978
"February 5, 2019",keep crashing waste time to down load this app. search botton not working at all,9.0,User2182
"May 4, 2019",Cant buy anything through the app and now cant log in.,1.0,User2123
"March 4, 2019","works fine, bit of a time saver if shopping from home is your thing",6.0,User334
"October 30, 2018",Easy to use and search for the products I need.,1.0,User1497
"December 8, 2018",I like Ikea. Creative and affordable.,2.0,User473
"March 4, 2019",It would be gre are if you could choose a Ikea in a different country than you live in.,,User1486
"March 10, 2019","pure garbage, couldn't create profile becUse it wouldn't take any passwords.",,User217
"January 22, 2019","worst app i have ever used. cant give even a single star rating, but no other go... so one star as least rating",5.0,User2282
"January 27, 2019",unable to pay for collection after spending an hour create list!!!!,2.0,User2424
"October 30, 2018","Thank you Sweden , I planned a vacation all around your country based on all I love about IKEA .",4.0,User1513
"May 11, 2019","terrible more interested in camera function and the IKEA Family card than placing orders, POS",,User1311
"October 5, 2018","Used to be fine, now constantly logging me out and having sync issues?",,User1496
"September 29, 2018",There is always a login problem with the app,2.0,User1497
"October 19, 2018",Good app but IKEA family login not working. Please fix.,1.0,User1497
"May 6, 2019",Just as bad as their website..,1.0,User1943
"June 1, 2019",Would be nice if it kept track of purchases.,,User1792
"March 7, 2019","I think ikea should replace the sunrise mall in citrus heights,ca. So many people would love it!!!",,User872
"December 25, 2018",why cannot buy online through the app?,1.0,User94
"November 14, 2018",I m watched full episode in discovery tv Channel full history IKEA the most of the best quality furniture i supported u IKEA u are the best affordable price products❤️😉,2.0,User2539
"August 6, 2019",I just love Ikea and this app is helpfull.,,User241
"June 25, 2019","No option to change language, don't want it location based",,User638
"October 24, 2018","Terrible app, cannot log in after set up.",1.0,User1950
"November 5, 2018",Worst experience regarding ikea.will never purchase anything again.,5.0,User1497
"October 27, 2018",Can't even select the store so it's useless,2.0,User1434
"August 19, 2019",No online store in Mumbai as per today's ad in newspaper..,,User738
"May 12, 2019",very convenient...can plan prior going to the store & save time,,User1970
"December 5, 2018",Category filter and search don't work at all,6.0,User745
"November 2, 2018",not user friendly. has terrible search function,2.0,User1497
"June 3, 2019",Logs me out as soon as I sign in for IKEA family,,User756
"December 14, 2018",Great app -found everything I needed.,3.0,User480
"November 24, 2018",I shop from a small village. Villages sometimes don't have stores!,,User1524
"May 27, 2019",unable to browse products at all-- horrible user experience,,User2028
"December 18, 2018",user interface is okay but signing up can be a hastle,5.0,User1896
"September 26, 2018",It has no option of saving items in cart..,1.0,User884
"November 3, 2018","useless, keeps login off constantly, losing all the selected items",2.0,User2429
"January 27, 2019",price check does not work. tgat is the main reason i wanted it as often items in store are not marked.,2.0,User1836
"June 9, 2019","horrible app, don't waste your time",,User164
"August 14, 2019",The App is not working properly!,,User2048
"January 11, 2019",Puerto Rico is not even in the list of countries.,3.0,User1111
"March 8, 2019","It was working ok, but now i just cannot access to my account.",1.0,User1497
"June 3, 2019",Does not show Puerto Rico location.,,User2397
"November 30, 2018","Won't let me login the last few months, keeps saying error .. sent email but no response.",1.0,User796
"June 4, 2019",The app kept freezing and needed to be reloaded,,User1039
"October 1, 2018",Cant set up an account something very wrong with this app,1.0,User1966
"September 28, 2018",Can't log in. No point until they fix it.,1.0,User2263
"November 26, 2018",Would never open. Always crashing.,1.0,User1040
"November 3, 2018",Love it. Great prices online!,3.0,User1875
"July 9, 2019",Did not work very well at all. Kept kicking me out.,,User2017
"November 22, 2018",When ever tries to login it goes back ...hated,3.0,User1497
"May 1, 2019",delivery is not possible with app,1.0,User974
"June 15, 2019",Unableto log in or access products. Pointless.,,User1086
"July 15, 2019",keeps logging me out after i log in pls do something,,User300
"August 16, 2019",i love this app.It's user friendly and organize,,User43
"October 16, 2018",The app doesn't even open. Great!,1.0,User1497
"April 1, 2019",no optioneel to opt out location sharing. not using,,User1409
"July 31, 2019","breaks down, one second after open",,User1442
"December 18, 2018",search filters don't work at all,6.0,User449
"November 29, 2018",Should be able to adjust languages,2.0,User1497
"June 20, 2019",No use at all in Delhi NCR.,,User110
"August 3, 2019",keeps crashing on my OnePlus 6. please fix,,User696
"February 24, 2019",I can't find the catalog with room ideas.,,User1319
"April 2, 2019",It's difficult to find the product you are looking for.,,User1139
"June 1, 2019",not showing the entire menu,1.0,User2447
"July 18, 2019",cnt even find the things which i found in store,,User2206
"July 13, 2019",i was able to get to the items that I was looking for. job for,,User904
"October 18, 2018","not working, always look for store",1.0,User325
"December 8, 2018",Cannot log in anymore after update,3.0,User1995
"November 25, 2018",Most buggy app ever seen in my life,31.0,User2165
"September 24, 2018",Puerto Rico store do not even come out Puerto Rico,,User1431
"June 20, 2019",sing up probalam.It needs to be made easier,,User294
"July 17, 2019",not convenient just use the website more simple,,User215
"August 10, 2019",IKEA Store is a popular place to shop,,User1609
"May 25, 2019",Rubbish. Unresponsive and crashes.,,User733
"December 30, 2018","useless app. can't buy online, only work as show room",4.0,User306
"December 28, 2018",terrible. keeps forgetting the ikea family card number constantly...,3.0,User87
"May 7, 2019",useless shows white screen after clicking item.,,User457
"November 12, 2018",It does not include stores in Puerto Rico,1.0,User1121
"April 12, 2019",does not let you log in error unknown,1.0,User1778
"July 11, 2019",marvellous awesome furnishing all at one place,,User1150
"June 6, 2019",doesn't even let me create an account,,User2519
"May 27, 2019",worst app ever. totally useless.,,User178
"August 9, 2019",Only one store hyd in India No store in bangalore or Chennai,,User1262
"February 6, 2019",Impossible to login after password change,7.0,User788
"July 13, 2019",please fix..every item can't scan..,,User194
"July 17, 2019",the place to see and buy good ideas,,User1571
"November 17, 2018",Great feature to make choosing apps easier,1.0,User254
"April 10, 2019",wonderful low prices I got everything I expected and more,1.0,User388
"October 15, 2018",What the hell is this password policy. I have never seen such rules in my life.,,User252
"October 22, 2018",The app refuses to log in. Deleted immediately.,1.0,User792
"September 15, 2018",This is not best compared others companys,1.0,User1805
"June 11, 2019",This app helped me shop properly in IKEA,,User2132
"March 19, 2019",not all furnitures are in here.,,User2143
"August 10, 2019",Trash app enough said dont waste your time.,,User2015
"January 26, 2019",cant login on this app it sucks or is not UK compatible,1.0,User971
"December 18, 2018",Anti-semetic App! Has locations listed for most middle eastern countries except Israel.,2.0,User291
"October 8, 2018",it's an international shop and good quality products,,User1497
"June 17, 2019",great app. need to have a section to save items,,User1912
"June 11, 2019",Can't log into my account,,User1734
"January 26, 2019",Srarch function does not work.,1.0,User167
"January 13, 2019",Crashes every time I try to look at something,,User1151
"May 18, 2019",I love you Ikea!!!💛💙💛,1.0,User1308
"November 5, 2018",Can't even log in. Pointless.,5.0,User773
"December 8, 2018",Barcode scanner not working ..,2.0,User261
"February 1, 2019",Always crashing. Absolute garbage.,3.0,User1020
"July 26, 2019",worst pos I've ever used.,,User1088
"October 5, 2018",Search filter doesn't work,1.0,User860
"November 13, 2018",Useful app to shop in Ikea.,2.0,User1958
"April 9, 2019",Enjoy your time with your family and friends,,User394
"October 17, 2018",Waiting for the store to open in Bangalore.Love Ikea.I'm a big fan.,,User513
"April 10, 2019",i cant access to my account,1.0,User990
"June 25, 2019",rubbish app couldn't even search for anything,,User357
"August 21, 2019",Can't buy using the app so it s useless,,User864
"March 22, 2019",love the collections and prices.,,User1497
"August 16, 2019",uncomplete.not friendly use.,,User1360
"December 28, 2018",useless app. can't log in.,6.0,User1290
"March 10, 2019",because I know a furniture designer,,User1497
"March 18, 2019",can't make any purchase,1.0,User1583
"September 22, 2018",Unprofessional app. Can't reset password.,,User382
"August 24, 2019",The app keeps force closing,,User2137
"March 15, 2019",unable to login or sign up,,User2193
"October 3, 2018",App does not work at all.,1.0,User764
"December 8, 2018",The worst app I ever seen,1.0,User1390
"August 3, 2019",shutting down unexpectedly,,User1253
"October 20, 2018",In India it's costly.... comparle others,,User397
"October 1, 2018",What a store superb but worst in coustemer service,,User2458
"February 25, 2019",not allowing me to log in.,4.0,User1163
"November 21, 2018",It not very useful friendly,1.0,User1497
"January 31, 2019",Am from chennai. I couldn't purchase through online.,,User1083
"June 19, 2019",it is best shopping mall Ikea,,User1624
"January 26, 2019","""Can't load products""",1.0,User2114
"July 12, 2019",terrible... app keep crashing,1.0,User2420
"April 29, 2019",this app is just to show nearby store,,User1234
"May 19, 2019",Its unresponsive and wont let me sign up,,User519
"February 23, 2019",can't login using IKEA account,6.0,User315
"December 29, 2018",cant even log into it.,2.0,User46
"September 27, 2018","What's the point, if you can't log in?",,User2019
"March 26, 2019",easy app to use and simple to order things,1.0,User1764
"November 24, 2018",I cant buy online in Russia trought app,1.0,User1071
"April 21, 2019","bad app, keeps shutting down",,User67
"April 5, 2019",cant log in. this app is so bad,,User1366
"October 4, 2018",I have not even opened the app I just love IKEA,1.0,User2547
"May 6, 2019",missing products in Romanian Store Version,,User2524
"November 27, 2018",Beta version;. Never has worked properly,1.0,User2255
"November 9, 2018",Couldnt even search for/see product,2.0,User1125
"November 22, 2018",One stop solution for home,,User737
"July 12, 2019",love it so easy to use,,User1997
"August 20, 2019",case there is no Sweden English,,User1544
"October 7, 2018",I whent today and it was good and fun,,User1497
"August 24, 2019",It's a really good app,,User2091
"April 18, 2019",good quality fantastic delivery staff very helpful,1.0,User790
"March 16, 2019",can't shop like in website,,User2442
"August 17, 2019",stop working after LG update,,User1458
"October 5, 2018",It's gooooooooooooddddddddd Wow,2.0,User1462
"January 1, 2019",canno t buy anything from app,3.0,User751
"June 2, 2019",doesn't work. at all.,,User374
"May 25, 2019",app won't open up,1.0,User566
"November 11, 2018",Terrible app ... Uninstalling....,1.0,User823
"November 15, 2018",Can't sign up n it's not fun too,,User2244
"May 28, 2019",It's great when it works.,,User1894
"November 6, 2018",Un Know stock allvabul for my order use this application so good allow,1.0,User1214
"December 7, 2018",Can not login! LOL,1.0,User63
"December 19, 2018",Won't recognize my login,6.0,User1497
"January 13, 2019",app does not let me sign in,,User2286
"August 3, 2019",shuts down automatically,,User1490
"October 2, 2018","Just visited Sweden, nice and helpful good store in linkoping",1.0,User883
"October 24, 2018",Write a proper changelog.,,User1394
"December 29, 2018",apps will bring u to their site..,,User503
"June 8, 2019",Can't buy from here.,,User832
"October 2, 2018",Launched without being ready,,User1497
"April 11, 2019",is this available to india,,User240
"May 26, 2019",Waste of time...,,User1977
"December 1, 2018",No way to add Ikea famaily card,3.0,User1941
"May 26, 2019",unable to load,1.0,User1008
"December 5, 2018",Unable to login,3.0,User1703
"October 17, 2018",Not user friendly,1.0,User606
"April 27, 2019",sign up issues.,,User1904
"July 16, 2019",handy when u r at store,,User484
"October 17, 2018","Excellent store, great pleasure to have in india",,User2037
"January 10, 2019","very buggy, had to uninstall",,User672
"December 16, 2018",Cant shop online horrible,2.0,User9
"December 1, 2018",Nice experience to go such a cool visited staff,,User1450
"May 2, 2019",Excelent........from pakistan,,User1384
"December 10, 2018",Worst app ever....,1.0,User2321
"March 10, 2019",Can't login,3.0,User2418
"January 2, 2019",can't buy!,1.0,User837
"October 14, 2018",Can't log in,1.0,User2217
"September 25, 2018",Can i work with you,1.0,User1497
"June 29, 2019",love this store,,User405
"August 22, 2019",When in pune?,,User2280
"March 10, 2019",One word. Awful,,User227
"December 6, 2018",Easy to shop,3.0,User1497
"October 18, 2018",Couldnt login after signup,1.0,User1497
"September 14, 2018",I thank you this app app is a very beautiful,,User1332
"August 25, 2019",Bar cod scanner very buggy,,User2479
"January 1, 2019",I can't log in,1.0,User1612
"January 13, 2019",very bad search,4.0,User2501
"August 1, 2019",love the store,,User1580
"October 9, 2018",Way too glitchy to use,1.0,User1497
"May 28, 2019",would not load,,User160
"March 13, 2019",very good app,,User1563
"March 4, 2019",Fast and accurate.,1.0,User1852
"December 7, 2018",Not like me,1.0,User1831
"November 2, 2018",Good for everyone,,User1405
"November 11, 2018",Awesome Al Rahmath Chicken&seafood,,User1497
"May 1, 2019",never gotto look at nothing,,User939
"January 16, 2019",Difficult to use the app,1.0,User1286
"June 21, 2019",i like ikea,,User1930
"September 22, 2018",It's fabulous to be here,,User2342
"February 2, 2019",Crashes on startup,,User2190
"March 18, 2019",hard to use,,User1497
"March 22, 2019",Very mixed up app,,User2074
"March 31, 2019",so full of bugs,,User1757
"May 4, 2019",amazing appa for ever,,User1112
"December 12, 2018",App not working,,User1708
"July 28, 2019",so slow app,,User2491
"December 8, 2018",Easy to use,,User1282
"November 23, 2018",Thanks to Sweden for IKEA :),,User1694
"January 13, 2019",It works I guess.,,User685
"January 21, 2019",gnv gny inch inducing Gu hi,,User1497
"October 28, 2018",logs you out,1.0,User198
"November 29, 2018",See on igen,2.0,User1497
"October 22, 2018",The a0p is amazing,,User2005
"January 7, 2019",keep app updates,,User1798
"March 4, 2019",the Best app,1.0,User1487
"September 23, 2018",Shittest app ever,,User2098
"February 25, 2019",IKEA needed it,,User180
"February 11, 2019",it dosent work,,User1497
"February 5, 2019",i love ikea,4.0,User1497
"August 9, 2019",Now unusable-Gets worse; now in a constant login loop resetting/rejecting passwords! Was a good app but totally let down by only using internal storage. Will have to uninstall as can't login and it can't be moved to external storage so taking up too much space on my device. Was handy to add things to basket as you think of what you need and helps to find the items in store at a later time.,1.0,User2230
"August 4, 2019","Might be a halfway decent app if user could make purchases onboard as opposed to an external browser. Additionally, the app STILL doesn't store my Ikea Family membership #; I find myself CONSTANTLY having to type it in. Also, I HATE that I cannot use the app until I update it! STOP UPDATING THE APP SO OFTEN!!!",21.0,User1084
"July 30, 2019","This would really benefit from a redesign, and given that I use my Family card, why can't I see a list of past purchases? H&M and John Lewis manage this. I would also love an in-store guide for when I inevitably get lost 😁",4.0,User100
"August 27, 2019","The app was good once, now it keeps logging me out telling me it couldn't synchronize my account. It's exhausting..",,User1601
"May 23, 2019","Iz kog razloga aplikacija ne dozvoljava da se ulogijem na svoj profil? Username i password su ispravni medjutim svaki put prilikom logovanja izlazi saopstenje : "" UPS, MORALI SMO DA TE ODJAVIMO Sinhronizacija sa tvojim nalogom nije moguca i morali smo da te odjavimo. Mozes da se prijavis cim resimo problem"". Na sajtu nemam taj problem osim sto je nevidjeno spor! Vrlo neozbiljno za ovakvu kompaniju!",9.0,User1331
"July 28, 2019","An ok app. In app barcode for Ikea Family card is too small. Need to make the barcode display bigger so that it scans better in store, while automatically increasing the display brightness for scanning.",1.0,User748
"March 13, 2019","tidak profesional dalam pengiriman dan melayani komplain, slowrespon, telepon ikea susah dihub jd bingung mau tanya pengiriman. estimasi pengiriman tgl 10 sd 11 maret, sd tgl 13 blm sampai pdhl sdh diinfo setelah tgl 13 tdk ada yg terima. lambat sekali",,User1842
"May 28, 2019",The app is currently having some issues. Not listing all departments and or categories.,9.0,User1202
"August 21, 2019","Wieso verdammt wird die Sortierung nicht gespeichert? Das erinnert an Drückermethoden - ""Hier, schau her, wir wollen unsere teuren Produkte los werden und nennen es einfach relevant.""",,User1845
"April 19, 2019","Cada vez que la actualizan, además de quitar funcionalidades (como las listas múltples), falla el login. No hay manera de que reconozca la cuenta de correo ni la contraseña. Y cuando intentas restablecer la contraseña, otro error ""Error al restablecer la contraseña. Por favor inténtalo de nuevo más tarde."" Me paso más tiempo intentando hacer login que usando la app.",,User1562
"March 16, 2019","de app is op zich best oké, maar wee U als er zich een probleem voordoet: de klantenservice via twitter is serieus om je ogen uit je hoofd te huilen en je haren uit je kop te trekken :'-((((",,User1618
"July 14, 2019",This app is getting worse day by day. Product search always not on the list eventhough in the web version the item is there. Its getting annoying.,,User2304
"May 28, 2019","Every time I open the app I have to sign in again, my details are never retained. Very frustrating!",,User1497
"April 23, 2019","from the ikea FAQ - """"You could choose to go “Card Free” by downloading the IKEA Store app for your smart phone. The app can store a digital version of your IKEA Family card."""" so where exactly is this feature?",,User175
"April 14, 2019",El vale de regalo de cumpleaños debería verse en esta APP. Ahora te obliga a abrir tu correo para buscarlo o a imprimirlo.,,User1499
